2000,14,2,0.01691138622,0.35
2000,14,2,0.01616375371,0.35999998
2000,14,2,0.014589675,0.37
2000,14,2,0.014603455598,0.38
2000,14,2,0.014652031074,0.39
2000,14,2,0.014471968408,0.4
2000,14,2,0.014373580078000001,0.41
2000,14,2,0.01430310969,0.42
2000,14,2,0.01415823322,0.43
2000,14,2,0.014040277398,0.44
2000,14,2,0.017506849532,0.35
2000,14,2,0.016730194698000002,0.35999998
2000,14,2,0.016592108594,0.37
2000,14,2,0.016326389966,0.38
2000,14,2,0.016254614978,0.39
2000,14,2,0.016017538494000002,0.4
2000,14,2,0.015779750152,0.41
2000,14,2,0.015936551192,0.42
2000,14,2,0.01639424503,0.43
2000,14,2,0.015900942402,0.44
2000,14,2,0.00721287949,0.35
2000,14,2,0.0075635649860000004,0.35999998
2000,14,2,0.007619576074,0.37
2000,14,2,0.00696111874,0.38
2000,14,2,0.00716587681,0.39
2000,14,2,0.007205217226,0.4
2000,14,2,0.007340508188,0.41
2000,14,2,0.007349767914,0.42
2000,14,2,0.007488055406,0.43
2000,14,2,0.007514258554,0.44
2000,14,2,0.017192906782,0.35
2000,14,2,0.01692928162,0.35999998
2000,14,2,0.016704092426,0.37
2000,14,2,0.016449136736,0.38
2000,14,2,0.018809220124,0.39
2000,14,2,0.016154296208,0.4
2000,14,2,0.015958396192,0.41
2000,14,2,0.01577092722,0.42
2000,14,2,0.015640910598,0.43
2000,14,2,0.015460872406,0.44
4000,14,2,0.020561511662,0.35
4000,14,2,0.020416821444,0.35999998
4000,14,2,0.020119461888,0.37
4000,14,2,0.020053645308,0.38
4000,14,2,0.019895439539999997,0.39
4000,14,2,0.019806706089999997,0.4
4000,14,2,0.019790028943999997,0.41
4000,14,2,0.023114660252,0.42
4000,14,2,0.019243197158,0.43
4000,14,2,0.018993197647999997,0.44
4000,14,2,0.018120046679999998,0.35
4000,14,2,0.018374229393999998,0.35999998
4000,14,2,0.018774259943999998,0.37
4000,14,2,0.020678438622,0.38
4000,14,2,0.018231752718,0.39
4000,14,2,0.018174349484,0.4
4000,14,2,0.018096514126,0.41
4000,14,2,0.017964534206,0.42
4000,14,2,0.017874596836,0.43
4000,14,2,0.017836816122,0.44
4000,14,2,0.013851706588000001,0.35
4000,14,2,0.013101742938,0.35999998
